model,make,year,displ,cyl,trans,trans_type,drive,fuel,veh_class,city_mpg,hwy_mpg,cmb_mpg,air_pollution_score,greenhouse_gas_score,smartway
CHEVROLET Cobalt,CHEVROLET,2008,2.2,4,Auto-L4,Auto,2WD,Gasoline,small car,22,31,26,9,8,Yes
CHEVROLET Cobalt,CHEVROLET,2008,2.2,4,Man-5,Man,2WD,Gasoline,small car,24,33,27,9,8,Yes
CHEVROLET Cobalt,CHEVROLET,2008,2.2,4,Auto-L4,Auto,2WD,Gasoline,small car,22,31,26,6,8,Yes
CHEVROLET Cobalt,CHEVROLET,2008,2.2,4,Man-5,Man,2WD,Gasoline,small car,24,33,27,6,8,Yes
CHEVROLET Cobalt,CHEVROLET,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,22,31,25,6,7,Yes
CHEVROLET Cobalt,CHEVROLET,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,22,32,26,6,8,Yes
CHEVROLET Colorado,CHEVROLET,2008,2.9,4,Man-5,Man,2WD,Gasoline,pickup,18,24,20,7,6,Yes
CHEVROLET Colorado,CHEVROLET,2008,2.9,4,Auto-L4,Auto,2WD,Gasoline,pickup,18,24,20,7,6,Yes
CHEVROLET Colorado,CHEVROLET,2008,2.9,4,Man-5,Man,4WD,Gasoline,pickup,16,22,18,7,5,No
CHEVROLET Colorado,CHEVROLET,2008,2.9,4,Auto-L4,Auto,4WD,Gasoline,pickup,17,22,19,7,5,No
CHEVROLET Colorado,CHEVROLET,2008,3.7,5,Auto-L4,Auto,2WD,Gasoline,pickup,16,22,18,7,5,No
CHEVROLET Colorado,CHEVROLET,2008,3.7,5,Auto-L4,Auto,4WD,Gasoline,pickup,15,20,17,7,4,No
CHEVROLET Colorado,CHEVROLET,2008,3.7,5,Auto-L4,Auto,4WD,Gasoline,pickup,15,21,17,7,4,No
CHEVROLET Colorado,CHEVROLET,2008,2.9,4,Man-5,Man,2WD,Gasoline,pickup,18,24,20,6,6,No
CHEVROLET Colorado,CHEVROLET,2008,2.9,4,Auto-L4,Auto,2WD,Gasoline,pickup,18,24,20,6,6,No
CHEVROLET Colorado,CHEVROLET,2008,2.9,4,Man-5,Man,4WD,Gasoline,pickup,16,22,18,6,5,No
CHEVROLET Colorado,CHEVROLET,2008,2.9,4,Auto-L4,Auto,4WD,Gasoline,pickup,17,22,19,6,5,No
CHEVROLET Colorado,CHEVROLET,2008,3.7,5,Auto-L4,Auto,2WD,Gasoline,pickup,14,18,15,6,3,No
CHEVROLET Colorado,CHEVROLET,2008,3.7,5,Auto-L4,Auto,2WD,Gasoline,pickup,16,22,18,6,5,No
CHEVROLET Colorado,CHEVROLET,2008,3.7,5,Auto-L4,Auto,4WD,Gasoline,pickup,15,20,17,6,4,No
CHEVROLET Colorado,CHEVROLET,2008,3.7,5,Auto-L4,Auto,4WD,Gasoline,pickup,15,21,17,6,4,No
CHEVROLET Corvette,CHEVROLET,2008,6.2,8,Auto-S6,Auto,2WD,Gasoline,small car,15,25,18,7,5,No
CHEVROLET Corvette,CHEVROLET,2008,6.2,8,Man-6,Man,2WD,Gasoline,small car,16,26,19,7,5,No
CHEVROLET Corvette,CHEVROLET,2008,6.2,8,Auto-S6,Auto,2WD,Gasoline,small car,15,25,18,6,5,No
CHEVROLET Corvette,CHEVROLET,2008,6.2,8,Man-6,Man,2WD,Gasoline,small car,16,26,19,6,5,No
CHEVROLET Corvette,CHEVROLET,2008,7.0,8,Man-6,Man,2WD,Gasoline,small car,15,24,18,6,5,No
CHEVROLET Equinox,CHEVROLET,2008,3.4,6,Auto-L5,Auto,2WD,Gasoline,SUV,17,24,19,7,5,No
CHEVROLET Equinox,CHEVROLET,2008,3.4,6,Auto-L5,Auto,4WD,Gasoline,SUV,17,24,19,7,5,No
CHEVROLET Equinox,CHEVROLET,2008,3.4,6,Auto-L5,Auto,2WD,Gasoline,SUV,17,24,19,6,5,No
CHEVROLET Equinox,CHEVROLET,2008,3.4,6,Auto-L5,Auto,4WD,Gasoline,SUV,17,24,19,6,5,No
CHEVROLET Equinox,CHEVROLET,2008,3.6,6,Auto-S6,Auto,2WD,Gasoline,SUV,16,24,19,6,5,No
CHEVROLET Equinox,CHEVROLET,2008,3.6,6,Auto-S6,Auto,4WD,Gasoline,SUV,16,24,19,6,5,No
CHEVROLET Express 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Ethanol/Gas,van,10,14,12,6,3,No
CHEVROLET Express 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Ethanol/Gas,van,10,14,12,6,3,No
CHEVROLET Express 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,van,12,16,14,6,2,No
CHEVROLET Express 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,van,12,16,14,6,2,No
CHEVROLET Express 2500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Ethanol/Gas,van,10,14,12,6,3,No
CHEVROLET Express 2500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,van,12,16,14,6,2,No
CHEVROLET HHR,CHEVROLET,2008,2.2,4,Man-5,Man,2WD,Gasoline,SUV,20,30,24,7,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.2,4,Man-5,Man,2WD,Gasoline,SUV,21,30,24,7,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.2,4,Auto-L4,Auto,2WD,Gasoline,SUV,22,30,25,7,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.4,4,Man-5,Man,2WD,Gasoline,SUV,20,28,23,7,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.4,4,Man-5,Man,2WD,Gasoline,SUV,20,29,23,7,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,22,28,24,7,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.0,4,Auto-L4,Auto,2WD,Gasoline,SUV,19,28,22,6,6,No
CHEVROLET HHR,CHEVROLET,2008,2.2,4,Man-5,Man,2WD,Gasoline,SUV,20,30,24,6,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.2,4,Man-5,Man,2WD,Gasoline,SUV,21,30,24,6,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.2,4,Auto-L4,Auto,2WD,Gasoline,SUV,22,30,25,6,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.4,4,Man-5,Man,2WD,Gasoline,SUV,20,28,23,6,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.4,4,Man-5,Man,2WD,Gasoline,SUV,20,29,23,6,7,Yes
CHEVROLET HHR,CHEVROLET,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,22,28,24,6,7,Yes
CHEVROLET Impala,CHEVROLET,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,large car,18,29,22,9,6,Yes
CHEVROLET Impala,CHEVROLET,2008,3.5,6,Auto-L4,Auto,2WD,Ethanol/Gas,large car,16,25,19,6,7,No
CHEVROLET Impala,CHEVROLET,2008,3.9,6,Auto-L4,Auto,2WD,Ethanol/Gas,large car,15,24,18,6,7,No
CHEVROLET Impala,CHEVROLET,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,large car,18,29,22,6,6,No
CHEVROLET Impala,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,large car,16,25,19,6,5,No
CHEVROLET Malibu,CHEVROLET,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,midsize car,18,29,22,7,6,Yes
CHEVROLET Malibu,CHEVROLET,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,midsize car,22,30,25,6,7,Yes
CHEVROLET Malibu,CHEVROLET,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,midsize car,18,29,22,6,6,No
CHEVROLET Malibu,CHEVROLET,2008,3.6,6,Auto-S6,Auto,2WD,Gasoline,midsize car,17,26,20,6,6,No
CHEVROLET Malibu Hybrid,CHEVROLET,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,midsize car,24,32,27,6,8,Yes
CHEVROLET Silverado 15,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Ethanol/Gas,pickup,13,17,15,7,5,No
CHEVROLET Silverado 15,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Ethanol/Gas,pickup,12,16,14,7,5,No
CHEVROLET Silverado 15,CHEVROLET,2008,4.8,8,Auto-L4,Auto,2WD,Gasoline,pickup,14,19,16,7,4,No
CHEVROLET Silverado 15,CHEVROLET,2008,4.8,8,Auto-L4,Auto,4WD,Gasoline,pickup,14,18,16,7,4,No
CHEVROLET Silverado 15,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,pickup,15,20,17,7,4,No
CHEVROLET Silverado 15,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,pickup,14,19,16,7,4,No
CHEVROLET Silverado 15,CHEVROLET,2008,6.0,8,Auto-L4,Auto,2WD,Gasoline,pickup,13,18,15,7,3,No
CHEVROLET Silverado 15,CHEVROLET,2008,6.0,8,Auto-L4,Auto,4WD,Gasoline,pickup,13,17,14,7,2,No
CHEVROLET Silverado 15,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Ethanol/Gas,pickup,13,17,15,6,5,No
CHEVROLET Silverado 15,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Ethanol/Gas,pickup,12,16,14,6,5,No
CHEVROLET Silverado 15,CHEVROLET,2008,4.3,6,Auto-L4,Auto,2WD,Gasoline,pickup,15,20,17,6,4,No
CHEVROLET Silverado 15,CHEVROLET,2008,4.3,6,Auto-L4,Auto,4WD,Gasoline,pickup,14,18,15,6,3,No
CHEVROLET Silverado 15,CHEVROLET,2008,4.8,8,Auto-L4,Auto,2WD,Gasoline,pickup,14,19,16,6,4,No
CHEVROLET Silverado 15,CHEVROLET,2008,4.8,8,Auto-L4,Auto,4WD,Gasoline,pickup,14,18,16,6,4,No
CHEVROLET Silverado 15,CHEVROLET,2008,6.0,8,Auto-L4,Auto,2WD,Gasoline,pickup,13,18,15,6,3,No
CHEVROLET Silverado 15,CHEVROLET,2008,6.0,8,Auto-L4,Auto,4WD,Gasoline,pickup,13,17,14,6,2,No
CHEVROLET Silverado 15,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,pickup,15,20,17,3,4,No
CHEVROLET Silverado 15,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,pickup,14,19,16,3,4,No
CHEVROLET Suburban 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Ethanol/Gas,SUV,12,17,14,7,5,No
CHEVROLET Suburban 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Ethanol/Gas,SUV,12,16,14,7,5,No
CHEVROLET Suburban 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,SUV,14,20,16,7,4,No
CHEVROLET Suburban 1500,CHEVROLET,2008,6.0,8,Auto-L4,Auto,2WD,Gasoline,SUV,12,17,14,7,2,No
CHEVROLET Suburban 1500,CHEVROLET,2008,6.0,8,Auto-L4,Auto,4WD,Gasoline,SUV,12,17,14,7,2,No
CHEVROLET Suburban 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Ethanol/Gas,SUV,12,17,14,6,5,No
CHEVROLET Suburban 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Ethanol/Gas,SUV,12,16,14,6,5,No
CHEVROLET Suburban 1500,CHEVROLET,2008,6.0,8,Auto-L4,Auto,2WD,Gasoline,SUV,12,17,14,6,2,No
CHEVROLET Suburban 1500,CHEVROLET,2008,6.0,8,Auto-L4,Auto,4WD,Gasoline,SUV,12,17,14,6,2,No
CHEVROLET Suburban 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,SUV,14,20,16,3,4,No
CHEVROLET Tahoe 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Ethanol/Gas,SUV,12,17,14,7,5,No
CHEVROLET Tahoe 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Ethanol/Gas,SUV,12,16,14,7,5,No
CHEVROLET Tahoe 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,SUV,14,20,16,7,4,No
CHEVROLET Tahoe 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Ethanol/Gas,SUV,12,17,14,6,5,No
CHEVROLET Tahoe 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Ethanol/Gas,SUV,12,16,14,6,5,No
CHEVROLET Tahoe 1500,CHEVROLET,2008,4.8,8,Auto-L4,Auto,2WD,Gasoline,SUV,14,19,16,6,4,No
CHEVROLET Tahoe 1500,CHEVROLET,2008,6.2,8,Auto-L6,Auto,2WD,Gasoline,SUV,12,19,14,6,2,No
CHEVROLET Tahoe 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,SUV,14,20,16,3,4,No
CHEVROLET Tahoe 1500 Hybrid,CHEVROLET,2008,6.0,8,Auto-AV,Auto,2WD,Gasoline,SUV,21,22,21,6,6,No
CHEVROLET Tahoe 1500 Hybrid,CHEVROLET,2008,6.0,8,Auto-AV,Auto,4WD,Gasoline,SUV,20,20,20,6,6,No
CHEVROLET Trailblazer,CHEVROLET,2008,4.2,6,Auto-L4,Auto,2WD,Gasoline,SUV,14,20,16,7,4,No
CHEVROLET Trailblazer,CHEVROLET,2008,4.2,6,Auto-L4,Auto,4WD,Gasoline,SUV,14,20,16,7,4,No
CHEVROLET Trailblazer,CHEVROLET,2008,4.2,6,Auto-L4,Auto,2WD,Gasoline,SUV,14,20,16,6,4,No
CHEVROLET Trailblazer,CHEVROLET,2008,4.2,6,Auto-L4,Auto,4WD,Gasoline,SUV,14,20,16,6,4,No
CHEVROLET Trailblazer,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,SUV,14,20,17,6,4,No
CHEVROLET Trailblazer,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,SUV,13,19,16,6,4,No
CHEVROLET Trailblazer,CHEVROLET,2008,6.0,8,Auto-L4,Auto,2WD,Gasoline,SUV,12,16,14,6,2,No
CHEVROLET Trailblazer,CHEVROLET,2008,6.0,8,Auto-L4,Auto,4WD,Gasoline,SUV,12,16,13,6,1,No
CHEVROLET Trailblazer,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,SUV,14,20,17,3,4,No
CHEVROLET Trailblazer,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,SUV,13,19,16,3,4,No
CHEVROLET Trailblazer,CHEVROLET,2008,6.0,8,Auto-L4,Auto,2WD,Gasoline,SUV,12,16,14,3,2,No
CHEVROLET Trailblazer,CHEVROLET,2008,6.0,8,Auto-L4,Auto,4WD,Gasoline,SUV,12,16,13,3,1,No
CHEVROLET Uplander,CHEVROLET,2008,3.9,6,Auto-L4,Auto,2WD,Ethanol/Gas,minivan,14,20,16,6,6,No
CHEVROLET Uplander,CHEVROLET,2008,3.9,6,Auto-L4,Auto,2WD,Gasoline,minivan,16,23,19,6,5,No
CHEVROLET Van 1500,CHEVROLET,2008,4.3,6,Auto-L4,Auto,2WD,Gasoline,van,15,20,17,6,4,No
CHEVROLET Van 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,van,12,16,14,6,2,No
CHEVROLET Van 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,van,12,16,14,6,2,No
CHEVROLET Van 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,van,13,17,15,6,3,No
CHEVROLET Van 1500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,van,14,18,15,6,3,No
CHEVROLET Van 2500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Ethanol/Gas,van,11,14,13,6,4,No
CHEVROLET Van 2500,CHEVROLET,2008,4.3,6,Auto-L4,Auto,2WD,Gasoline,van,15,20,17,6,4,No
CHEVROLET Van 2500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,van,12,16,14,6,2,No
CHEVROLET Van 2500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,4WD,Gasoline,van,13,17,15,6,3,No
CHEVROLET Van 2500,CHEVROLET,2008,5.3,8,Auto-L4,Auto,2WD,Gasoline,van,14,18,15,6,3,No
CHRYSLER 300,CHRYSLER,2008,3.5,6,Auto-L5,Auto,4WD,Gasoline,large car,15,22,18,7,5,No
CHRYSLER 300,CHRYSLER,2008,3.5,6,Auto-L5,Auto,2WD,Gasoline,large car,17,24,20,7,6,Yes
CHRYSLER 300,CHRYSLER,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,large car,17,24,20,7,6,Yes
CHRYSLER 300,CHRYSLER,2008,5.7,8,Auto-L5,Auto,4WD,Gasoline,large car,15,22,18,7,5,No
CHRYSLER 300,CHRYSLER,2008,5.7,8,Auto-L5,Auto,2WD,Gasoline,large car,15,23,18,7,5,No
CHRYSLER 300,CHRYSLER,2008,2.7,6,Auto-L4,Auto,2WD,Gasoline,large car,18,26,21,6,6,No
CHRYSLER 300,CHRYSLER,2008,3.5,6,Auto-L5,Auto,4WD,Gasoline,large car,15,22,18,6,5,No
CHRYSLER 300,CHRYSLER,2008,3.5,6,Auto-L5,Auto,2WD,Gasoline,large car,17,24,20,6,6,No
CHRYSLER 300,CHRYSLER,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,large car,17,24,20,6,6,No
CHRYSLER 300,CHRYSLER,2008,6.1,8,Auto-L5,Auto,2WD,Gasoline,large car,13,18,15,6,3,No
CHRYSLER Aspen,CHRYSLER,2008,4.7,8,Auto-L5,Auto,2WD,Gasoline,SUV,14,19,15,7,3,No
CHRYSLER Aspen,CHRYSLER,2008,5.7,8,Auto-L5,Auto,2WD,Gasoline,SUV,13,19,15,6,3,No
CHRYSLER Aspen,CHRYSLER,2008,5.7,8,Auto-L5,Auto,4WD,Gasoline,SUV,13,18,15,6,3,No
CHRYSLER Aspen,CHRYSLER,2008,4.7,8,Auto-L5,Auto,2WD,Ethanol/Gas,SUV,11,15,12,3,3,No
CHRYSLER Aspen,CHRYSLER,2008,4.7,8,Auto-L5,Auto,4WD,Ethanol/Gas,SUV,11,14,12,3,3,No
CHRYSLER Crossfire,CHRYSLER,2008,3.2,6,Man-6,Man,2WD,Gasoline,small car,15,23,18,6,5,No
CHRYSLER Crossfire,CHRYSLER,2008,3.2,6,Auto-L5,Auto,2WD,Gasoline,small car,19,25,21,6,6,No
CHRYSLER PT Cruiser,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,18,24,21,7,6,Yes
CHRYSLER PT Cruiser,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,19,24,21,7,6,Yes
CHRYSLER PT Cruiser,CHRYSLER,2008,2.4,4,Man-5,Man,2WD,Gasoline,SUV,20,25,22,7,6,Yes
CHRYSLER PT Cruiser,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,18,24,21,6,6,No
CHRYSLER PT Cruiser,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,SUV,19,24,21,6,6,No
CHRYSLER PT Cruiser,CHRYSLER,2008,2.4,4,Man-5,Man,2WD,Gasoline,SUV,20,25,22,6,6,No
CHRYSLER PT Cruiser,CHRYSLER,2008,2.4,4,Man-5,Man,2WD,Gasoline,SUV,21,26,23,6,7,Yes
CHRYSLER PT Cruiser Convertible,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,18,24,21,7,6,Yes
CHRYSLER PT Cruiser Convertible,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,19,24,21,7,6,Yes
CHRYSLER PT Cruiser Convertible,CHRYSLER,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,20,25,22,7,6,Yes
CHRYSLER PT Cruiser Convertible,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,18,24,21,6,6,No
CHRYSLER PT Cruiser Convertible,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,19,24,21,6,6,No
CHRYSLER PT Cruiser Convertible,CHRYSLER,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,20,25,22,6,6,No
CHRYSLER PT Cruiser Convertible,CHRYSLER,2008,2.4,4,Man-5,Man,2WD,Gasoline,small car,21,26,23,6,7,Yes
CHRYSLER Pacifica,CHRYSLER,2008,3.8,6,Auto-L4,Auto,2WD,Gasoline,SUV,15,22,18,7,5,No
CHRYSLER Pacifica,CHRYSLER,2008,4.0,6,Auto-L6,Auto,2WD,Gasoline,SUV,15,23,17,7,4,No
CHRYSLER Pacifica,CHRYSLER,2008,4.0,6,Auto-L6,Auto,4WD,Gasoline,SUV,14,22,17,7,4,No
CHRYSLER Pacifica,CHRYSLER,2008,3.8,6,Auto-L4,Auto,2WD,Gasoline,SUV,15,22,18,6,5,No
CHRYSLER Pacifica,CHRYSLER,2008,4.0,6,Auto-L6,Auto,2WD,Gasoline,SUV,15,23,17,6,4,No
CHRYSLER Pacifica,CHRYSLER,2008,4.0,6,Auto-L6,Auto,4WD,Gasoline,SUV,14,22,17,6,4,No
CHRYSLER SRT-8,CHRYSLER,2008,3.5,6,Auto-L5,Auto,2WD,Gasoline,large car,17,24,20,7,6,Yes
CHRYSLER SRT-8,CHRYSLER,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,large car,17,24,20,7,6,Yes
CHRYSLER SRT-8,CHRYSLER,2008,5.7,8,Auto-L5,Auto,2WD,Gasoline,large car,15,23,18,7,5,No
CHRYSLER SRT-8,CHRYSLER,2008,2.7,6,Auto-L4,Auto,2WD,Gasoline,large car,18,26,21,6,6,No
CHRYSLER SRT-8,CHRYSLER,2008,3.5,6,Auto-L5,Auto,2WD,Gasoline,large car,17,24,20,6,6,No
CHRYSLER SRT-8,CHRYSLER,2008,3.5,6,Auto-L4,Auto,2WD,Gasoline,large car,17,24,20,6,6,No
CHRYSLER SRT-8,CHRYSLER,2008,6.1,8,Auto-L5,Auto,2WD,Gasoline,large car,13,18,15,6,3,No
CHRYSLER Sebring,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,midsize car,21,30,24,7,7,Yes
CHRYSLER Sebring,CHRYSLER,2008,3.5,6,Auto-L6,Auto,4WD,Gasoline,midsize car,15,24,18,7,5,No
CHRYSLER Sebring,CHRYSLER,2008,3.5,6,Auto-L6,Auto,2WD,Gasoline,midsize car,16,26,19,7,5,No
CHRYSLER Sebring,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,midsize car,21,30,24,6,7,Yes
CHRYSLER Sebring,CHRYSLER,2008,2.7,6,Auto-L4,Auto,2WD,Gasoline,midsize car,19,27,22,6,6,No
CHRYSLER Sebring,CHRYSLER,2008,3.5,6,Auto-L6,Auto,4WD,Gasoline,midsize car,15,24,18,6,5,No
CHRYSLER Sebring,CHRYSLER,2008,3.5,6,Auto-L6,Auto,2WD,Gasoline,midsize car,16,26,19,6,5,No
CHRYSLER Sebring,CHRYSLER,2008,2.7,6,Auto-L4,Auto,2WD,Ethanol/Gas,midsize car,16,23,19,3,7,No
CHRYSLER Sebring Convertible,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,20,29,23,7,7,Yes
CHRYSLER Sebring Convertible,CHRYSLER,2008,3.5,6,Auto-L6,Auto,2WD,Gasoline,small car,16,26,19,7,5,No
CHRYSLER Sebring Convertible,CHRYSLER,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,small car,20,29,23,6,7,Yes
CHRYSLER Sebring Convertible,CHRYSLER,2008,2.7,6,Auto-L4,Auto,2WD,Gasoline,small car,18,26,21,6,6,No
CHRYSLER Sebring Convertible,CHRYSLER,2008,3.5,6,Auto-L6,Auto,2WD,Gasoline,small car,16,26,19,6,5,No
CHRYSLER Sebring Convertible,CHRYSLER,2008,2.7,6,Auto-L4,Auto,2WD,Ethanol/Gas,small car,15,22,18,3,6,No
CHRYSLER Town & Country,CHRYSLER,2008,3.3,6,Auto-L4,Auto,2WD,Gasoline,minivan,17,24,19,7,5,No
CHRYSLER Town & Country,CHRYSLER,2008,3.8,6,Auto-L6,Auto,2WD,Gasoline,minivan,16,23,18,7,5,No
CHRYSLER Town & Country,CHRYSLER,2008,4.0,6,Auto-L6,Auto,2WD,Gasoline,minivan,16,23,18,7,5,No
CHRYSLER Town & Country,CHRYSLER,2008,3.3,6,Auto-L4,Auto,2WD,Ethanol,minivan,11,17,13,6,6,No
CHRYSLER Town & Country,CHRYSLER,2008,3.3,6,Auto-L4,Auto,2WD,Gasoline,minivan,17,24,19,6,5,No
CHRYSLER Town & Country,CHRYSLER,2008,3.8,6,Auto-L6,Auto,2WD,Gasoline,minivan,16,23,18,6,5,No
CHRYSLER Town & Country,CHRYSLER,2008,4.0,6,Auto-L6,Auto,2WD,Gasoline,minivan,16,23,18,6,5,No
DODGE Avenger,DODGE,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,midsize car,21,30,24,7,7,Yes
DODGE Avenger,DODGE,2008,3.5,6,Auto-L6,Auto,4WD,Gasoline,midsize car,15,24,18,7,5,No
DODGE Avenger,DODGE,2008,3.5,6,Auto-L6,Auto,2WD,Gasoline,midsize car,16,26,19,7,5,No
DODGE Avenger,DODGE,2008,2.4,4,Auto-L4,Auto,2WD,Gasoline,midsize car,21,30,24,6,7,Yes
DODGE Avenger,DODGE,2008,2.7,6,Auto-L4,Auto,2WD,Gasoline,midsize car,19,27,22,6,6,No
DODGE Avenger,DODGE,2008,3.5,6,Auto-L6,Auto,4WD,Gasoline,midsize car,15,24,18,6,5,No
DODGE Avenger,DODGE,2008,3.5,6,Auto-L6,Auto,2WD,Gasoline,midsize car,16,26,19,6,5,No
DODGE Avenger,DODGE,2008,2.7,6,Auto-L4,Auto,2WD,Ethanol/Gas,midsize car,16,23,19,3,7,No
DODGE Caliber,DODGE,2008,2.4,4,Auto-AV,Auto,4WD,Gasoline,midsize car,21,24,22,7,6,Yes
DODGE Caliber,DODGE,2008,2.4,4,Auto-AV,Auto,2WD,Gasoline,midsize car,21,25,23,7,7,Yes
DODGE Caliber,DODGE,2008,2.0,4,Auto-AV,Auto,2WD,Gasoline,midsize car,23,27,24,6,7,Yes
DODGE Caliber,DODGE,2008,2.4,4,Auto-AV,Auto,4WD,Gasoline,midsize car,21,24,22,6,6,No
DODGE Caliber,DODGE,2008,2.4,4,Auto-AV,Auto,2WD,Gasoline,midsize car,21,25,23,6,7,Yes
DODGE Caravan,DODGE,2008,3.3,6,Auto-L4,Auto,2WD,Gasoline,minivan,17,24,19,7,5,No
DODGE Caravan,DODGE,2008,3.8,6,Auto-L6,Auto,2WD,Gasoline,minivan,16,23,18,7,5,No
DODGE Caravan,DODGE,2008,4.0,6,Auto-L6,Auto,2WD,Gasoline,minivan,16,23,18,7,5,No
DODGE Caravan,DODGE,2008,3.3,6,Auto-L4,Auto,2WD,Ethanol/Gas,minivan,14,20,16,6,5,No
DODGE Caravan,DODGE,2008,3.3,6,Auto-L4,Auto,2WD,Gasoline,minivan,17,24,19,6,5,No
DODGE Caravan,DODGE,2008,3.8,6,Auto-L6,Auto,2WD,Gasoline,minivan,16,23,18,6,5,No
DODGE Caravan,DODGE,2008,4.0,6,Auto-L6,Auto,2WD,Gasoline,minivan,16,23,18,6,5,No
